Date,Open,High,Low,Close,Adj Close,Volume,BVPS,Symbol
2019-01-02,56.20000076293945,58.0,55.91999816894531,57.400001525878906,50.52338790893555,9896600,19.373,QCOM
2019-01-03,55.95000076293945,56.84000015258789,55.52000045776367,55.70000076293945,49.02705001831055,14422200,19.373,QCOM
2019-01-04,56.5,56.83000183105469,55.209999084472656,56.599998474121094,49.81922149658203,14177300,19.373,QCOM
2019-01-07,56.38999938964844,57.15999984741211,55.95000076293945,56.439998626708984,49.67839431762695,12352000,19.373,QCOM
2019-01-08,56.709999084472656,56.880001068115234,55.61000061035156,55.95000076293945,49.247100830078125,12110000,19.373,QCOM
2019-01-09,56.2599983215332,57.11000061035156,56.13999938964844,56.61000061035156,49.828033447265625,10971000,19.373,QCOM
2019-01-10,56.189998626708984,56.9900016784668,56.099998474121094,56.79999923706055,49.99525833129883,10958200,19.373,QCOM
2019-01-11,56.470001220703125,58.16999816894531,56.33000183105469,57.5,50.61140441894531,12024300,19.373,QCOM
2019-01-14,57.02000045776367,57.650001525878906,56.369998931884766,57.29999923706055,50.43536376953125,9449400,19.373,QCOM
2019-01-15,57.31999969482422,57.400001525878906,55.560001373291016,55.72999954223633,49.05345153808594,17423400,19.373,QCOM
2019-01-16,55.75,56.08000183105469,55.15999984741211,55.27000045776367,48.648563385009766,13856000,19.373,QCOM
2019-01-17,54.970001220703125,55.20000076293945,54.369998931884766,54.77000045776367,48.208457946777344,18365000,19.373,QCOM
2019-01-18,55.38999938964844,55.900001525878906,54.9900016784668,55.27000045776367,48.648563385009766,28020000,19.373,QCOM
2019-01-22,54.970001220703125,54.9900016784668,53.939998626708984,54.290000915527344,47.78596878051758,17867500,19.373,QCOM
2019-01-23,52.91999816894531,53.56999969482422,51.220001220703125,51.77000045776367,45.5678596496582,33788600,19.373,QCOM
2019-01-24,51.95000076293945,51.97999954223633,50.40999984741211,50.810001373291016,44.72288131713867,32782700,19.373,QCOM
2019-01-25,50.93000030517578,52.029998779296875,50.279998779296875,51.29999923706055,45.15416717529297,19516200,19.373,QCOM
2019-01-28,50.31999969482422,51.290000915527344,50.2400016784668,50.63999938964844,44.5732421875,24457600,19.373,QCOM
2019-01-29,50.4900016784668,50.84000015258789,49.34000015258789,49.400001525878906,43.48180389404297,26266600,19.373,QCOM
2019-01-30,49.68000030517578,50.869998931884766,49.209999084472656,50.16999816894531,44.159542083740234,18124100,19.373,QCOM
2019-01-31,51.20000076293945,51.279998779296875,49.099998474121094,49.52000045776367,43.587425231933594,24736300,19.373,QCOM
2019-02-01,49.58000183105469,50.279998779296875,49.400001525878906,49.61000061035156,43.66664505004883,15533200,19.373,QCOM
2019-02-04,49.709999084472656,49.79999923706055,49.470001220703125,49.689998626708984,43.7370491027832,10880000,19.373,QCOM
2019-02-05,49.72999954223633,51.08000183105469,49.720001220703125,50.72999954223633,44.652462005615234,15454200,19.373,QCOM
2019-02-06,50.939998626708984,51.63999938964844,50.93000030517578,51.099998474121094,44.97813034057617,11052900,19.373,QCOM
2019-02-07,50.83000183105469,51.119998931884766,50.27000045776367,50.54999923706055,44.4940185546875,10623300,19.373,QCOM
2019-02-08,50.2400016784668,50.68000030517578,49.90999984741211,50.290000915527344,44.265174865722656,12461200,19.373,QCOM
2019-02-11,50.54999923706055,51.29999923706055,50.380001068115234,50.83000183105469,44.740474700927734,9971800,19.373,QCOM
2019-02-12,51.29999923706055,52.18000030517578,51.02000045776367,51.65999984741211,45.47104263305664,16637600,19.373,QCOM
2019-02-13,52.0,52.4900016784668,51.560001373291016,51.59000015258789,45.40943145751953,11004000,19.373,QCOM
2019-02-14,51.5,51.77000045776367,51.09000015258789,51.56999969482422,45.391815185546875,17895000,19.373,QCOM
2019-02-15,52.08000183105469,52.36000061035156,51.599998474121094,51.97999954223633,45.752716064453125,12239500,19.373,QCOM
2019-02-19,52.0,52.47999954223633,51.75,52.0099983215332,45.779109954833984,8258400,19.373,QCOM
2019-02-20,52.25,52.91999816894531,52.13999938964844,52.45000076293945,46.16640853881836,12863700,19.373,QCOM
2019-02-21,52.5,52.59000015258789,51.900001525878906,52.349998474121094,46.0783805847168,7826200,19.373,QCOM
2019-02-22,52.689998626708984,53.150001525878906,52.63999938964844,53.119998931884766,46.756141662597656,13394500,19.373,QCOM
2019-02-25,53.779998779296875,53.970001220703125,52.900001525878906,52.9900016784668,46.64170837402344,15341700,19.373,QCOM
2019-02-26,53.08000183105469,53.220001220703125,52.279998779296875,53.029998779296875,46.676918029785156,11366700,19.373,QCOM
2019-02-27,52.95000076293945,53.130001068115234,52.27000045776367,53.040000915527344,46.68571853637695,10426200,19.373,QCOM
2019-02-28,53.0,53.7599983215332,52.709999084472656,53.38999938964844,46.99378967285156,19000200,19.373,QCOM
2019-03-01,54.0,54.400001525878906,53.709999084472656,54.20000076293945,47.70675277709961,12659000,19.373,QCOM
2019-03-04,54.58000183105469,54.70000076293945,53.2599983215332,53.779998779296875,47.337074279785156,14021700,19.373,QCOM
2019-03-05,53.900001525878906,54.22999954223633,53.70000076293945,53.939998626708984,47.47789764404297,10092800,19.373,QCOM
2019-03-06,53.88999938964844,55.459999084472656,53.72999954223633,54.79999923706055,48.79574203491211,20521300,19.373,QCOM
2019-03-07,54.83000183105469,55.04999923706055,53.61000061035156,54.029998779296875,48.110103607177734,13667300,19.373,QCOM
2019-03-08,53.45000076293945,53.630001068115234,53.029998779296875,53.529998779296875,47.66489028930664,10117100,19.373,QCOM
2019-03-11,53.720001220703125,54.75,53.650001525878906,54.349998474121094,48.395042419433594,10738800,19.373,QCOM
2019-03-12,54.65999984741211,55.310001373291016,54.540000915527344,54.84000015258789,48.83135223388672,9575300,19.373,QCOM
2019-03-13,55.029998779296875,55.939998626708984,55.0,55.38999938964844,49.32109069824219,9198900,19.373,QCOM
2019-03-14,55.529998779296875,55.869998931884766,55.25,55.400001525878906,49.32999801635742,7306100,19.373,QCOM
2019-03-15,55.0,57.34000015258789,54.91999816894531,56.599998474121094,50.39851760864258,27985600,19.373,QCOM
2019-03-18,56.619998931884766,57.189998626708984,56.439998626708984,56.83000183105469,50.60332107543945,13089300,19.373,QCOM
2019-03-19,57.16999816894531,57.68000030517578,56.779998779296875,56.970001220703125,50.72797775268555,9363700,19.373,QCOM
2019-03-20,57.029998779296875,57.689998626708984,56.75,57.15999984741211,50.89716339111328,8804800,19.373,QCOM
2019-03-21,57.22999954223633,58.279998779296875,57.20000076293945,57.77000045776367,51.44031524658203,19542700,19.373,QCOM
2019-03-22,57.68000030517578,58.09000015258789,56.75,56.81999969482422,50.59440994262695,10243500,19.373,QCOM
2019-03-25,56.58000183105469,56.939998626708984,56.06999969482422,56.63999938964844,50.434139251708984,6929600,19.373,QCOM
2019-03-26,57.150001525878906,58.38999938964844,56.66999816894531,58.0,51.64512634277344,16051800,19.373,QCOM
2019-03-27,57.349998474121094,57.66999816894531,56.31999969482422,56.90999984741211,50.67454528808594,11934400,19.373,QCOM
2019-03-28,57.029998779296875,57.38999938964844,56.34000015258789,56.54999923706055,50.354007720947266,11064300,19.373,QCOM
2019-03-29,57.0,57.560001373291016,56.939998626708984,57.029998779296875,50.78139877319336,8529100,19.373,QCOM
2019-04-01,57.63999938964844,58.150001525878906,57.11000061035156,57.810001373291016,51.47594451904297,12066500,19.373,QCOM
2019-04-02,57.97999954223633,58.529998779296875,57.65999984741211,58.09000015258789,51.72526931762695,7614500,19.373,QCOM
2019-04-03,58.20000076293945,58.290000915527344,57.18000030517578,57.68000030517578,51.36019515991211,11563400,19.373,QCOM
2019-04-04,57.75,58.61000061035156,57.689998626708984,57.86000061035156,51.52046203613281,9905100,19.373,QCOM
2019-04-05,57.97999954223633,58.189998626708984,57.689998626708984,57.9900016784668,51.63621520996094,12332600,19.373,QCOM
2019-04-08,57.790000915527344,58.4900016784668,57.5099983215332,57.7599983215332,51.43142318725586,8942400,19.373,QCOM
