Date,Open,High,Low,Close,Adj Close,Volume,BVPS,Symbol
2019-01-02,262.8999938964844,266.9800109863281,261.67999267578125,266.6099853515625,258.8108215332031,374800,159.505,ROP
2019-01-03,264.1600036621094,265.260009765625,257.8900146484375,258.79998779296875,251.2292938232422,401400,159.505,ROP
2019-01-04,261.95001220703125,267.5899963378906,260.5199890136719,267.489990234375,259.66510009765625,515400,159.505,ROP
2019-01-07,267.44000244140625,271.44000244140625,266.1600036621094,269.07000732421875,261.1989440917969,342300,159.505,ROP
2019-01-08,271.760009765625,273.1099853515625,265.3299865722656,269.1400146484375,261.7172546386719,521800,159.505,ROP
2019-01-09,270.5899963378906,273.2300109863281,269.92999267578125,271.6499938964844,264.157958984375,299700,159.505,ROP
2019-01-10,270.6000061035156,275.4100036621094,268.3999938964844,275.17999267578125,267.590576171875,269600,159.505,ROP
2019-01-11,273.3800048828125,274.5299987792969,271.4100036621094,273.1600036621094,265.6263427734375,308800,159.505,ROP
2019-01-14,270.45001220703125,272.1199951171875,268.6199951171875,271.32000732421875,263.8370666503906,322000,159.505,ROP
2019-01-15,270.44000244140625,271.3500061035156,268.80999755859375,270.29998779296875,262.8452453613281,322200,159.505,ROP
2019-01-16,270.92999267578125,273.7099914550781,270.25,272.6000061035156,265.0817565917969,421200,159.505,ROP
2019-01-17,271.489990234375,277.1700134277344,270.5400085449219,275.4100036621094,267.8143005371094,315500,159.505,ROP
2019-01-18,277.17999267578125,282.5899963378906,277.17999267578125,282.0400085449219,274.26141357421875,390500,159.505,ROP
2019-01-22,279.4200134277344,280.1499938964844,273.1300048828125,274.70001220703125,267.1238708496094,386800,159.505,ROP
2019-01-23,276.25,278.3599853515625,273.5400085449219,276.260009765625,268.6407775878906,245600,159.505,ROP
2019-01-24,276.54998779296875,280.1600036621094,275.7099914550781,278.70001220703125,271.01348876953125,372000,159.505,ROP
2019-01-25,282.1099853515625,283.739990234375,280.9700012207031,283.1499938964844,275.3407897949219,558500,159.505,ROP
2019-01-28,279.29998779296875,282.0400085449219,278.42999267578125,279.8699951171875,272.15130615234375,454200,159.505,ROP
2019-01-29,281.2099914550781,283.739990234375,281.2099914550781,283.25,275.43804931640625,311900,159.505,ROP
2019-01-30,285.0,289.30999755859375,282.1000061035156,287.489990234375,279.56109619140625,417000,159.505,ROP
2019-01-31,287.6300048828125,289.1000061035156,282.739990234375,283.260009765625,275.4477233886719,637000,159.505,ROP
2019-02-01,290.0,293.32000732421875,286.1199951171875,292.2300109863281,284.17034912109375,706300,159.505,ROP
2019-02-04,291.05999755859375,293.4800109863281,289.3399963378906,293.1300048828125,285.0455627441406,481200,159.505,ROP
2019-02-05,294.2900085449219,298.1000061035156,293.1099853515625,297.8599853515625,289.64508056640625,415700,159.505,ROP
2019-02-06,296.3999938964844,300.0,296.3999938964844,299.75,291.48297119140625,648100,159.505,ROP
2019-02-07,296.5299987792969,298.30999755859375,295.7699890136719,297.6199951171875,289.4116516113281,511400,159.505,ROP
2019-02-08,296.55999755859375,300.2200012207031,294.80999755859375,300.1600036621094,291.88165283203125,326600,159.505,ROP
2019-02-11,301.17999267578125,302.04998779296875,299.2799987792969,301.25,292.94158935546875,335500,159.505,ROP
2019-02-12,303.0,308.3800048828125,302.0899963378906,308.1499938964844,299.6512756347656,424100,159.505,ROP
2019-02-13,307.6499938964844,310.79998779296875,306.260009765625,309.3399963378906,300.8084716796875,426300,159.505,ROP
2019-02-14,307.6300048828125,308.4800109863281,305.6499938964844,306.1199951171875,297.6772766113281,354400,159.505,ROP
2019-02-15,309.17999267578125,312.0,309.1000061035156,311.9599914550781,303.356201171875,351600,159.505,ROP
2019-02-19,310.6700134277344,313.1499938964844,310.04998779296875,311.2300109863281,302.6463317871094,225500,159.505,ROP
2019-02-20,311.9200134277344,313.7099914550781,310.9599914550781,313.4700012207031,304.82452392578125,240900,159.505,ROP
2019-02-21,312.4100036621094,314.8999938964844,310.9100036621094,314.79998779296875,306.117919921875,408300,159.505,ROP
2019-02-22,316.1000061035156,317.3900146484375,314.1600036621094,317.19000244140625,308.44195556640625,398000,159.505,ROP
2019-02-25,319.6499938964844,320.2200012207031,318.1700134277344,319.3500061035156,310.54241943359375,454600,159.505,ROP
2019-02-26,319.1199951171875,321.0899963378906,318.4200134277344,319.8699951171875,311.048095703125,509700,159.505,ROP
2019-02-27,319.260009765625,324.1400146484375,318.7200012207031,323.55999755859375,314.63623046875,393000,159.505,ROP
2019-02-28,322.489990234375,324.6700134277344,321.2699890136719,323.6499938964844,314.7237854003906,531500,159.505,ROP
2019-03-01,326.1099853515625,326.739990234375,323.0400085449219,323.6300048828125,314.704345703125,538500,159.505,ROP
2019-03-04,325.6700134277344,327.2300109863281,319.989990234375,320.92999267578125,312.0787658691406,496300,159.505,ROP
2019-03-05,320.510009765625,322.5,319.8599853515625,319.9599914550781,311.1356201171875,468600,159.505,ROP
2019-03-06,319.6099853515625,321.2699890136719,319.0400085449219,319.82000732421875,310.99951171875,330400,159.505,ROP
2019-03-07,318.82000732421875,319.95001220703125,316.3800048828125,319.25,310.445068359375,471100,159.505,ROP
2019-03-08,316.1700134277344,318.0,315.0899963378906,317.6700134277344,308.90875244140625,311500,159.505,ROP
2019-03-11,318.2200012207031,323.3900146484375,318.20001220703125,323.1499938964844,314.23760986328125,352800,159.505,ROP
2019-03-12,324.3900146484375,324.7900085449219,322.8399963378906,323.739990234375,314.811279296875,412200,159.505,ROP
2019-03-13,323.489990234375,327.3800048828125,323.489990234375,326.3399963378906,317.339599609375,308200,159.505,ROP
2019-03-14,326.5899963378906,327.4800109863281,324.2200012207031,325.4599914550781,316.48388671875,311100,159.505,ROP
2019-03-15,327.54998779296875,327.54998779296875,325.19000244140625,326.2099914550781,317.21319580078125,664800,159.505,ROP
2019-03-18,327.54998779296875,331.6400146484375,326.3599853515625,331.4700012207031,322.3281555175781,405100,159.505,ROP
2019-03-19,333.3900146484375,334.8800048828125,330.8900146484375,331.9200134277344,322.7657775878906,515100,159.505,ROP
2019-03-20,332.0400085449219,333.8599853515625,328.9800109863281,330.7200012207031,321.59881591796875,248500,159.505,ROP
2019-03-21,329.1400146484375,334.989990234375,327.94000244140625,334.010009765625,324.798095703125,214500,159.505,ROP
2019-03-22,333.1499938964844,333.6099853515625,329.2300109863281,329.4700012207031,320.38336181640625,350400,159.505,ROP
2019-03-25,329.7300109863281,332.8399963378906,329.1600036621094,330.9800109863281,321.8516540527344,362000,159.505,ROP
2019-03-26,333.1400146484375,335.8599853515625,332.7900085449219,335.2699890136719,326.02337646484375,226200,159.505,ROP
2019-03-27,334.9599914550781,336.6000061035156,333.67999267578125,335.57000732421875,326.3150634765625,285600,159.505,ROP
2019-03-28,334.55999755859375,340.25,334.55999755859375,340.1000061035156,330.7200927734375,362000,159.505,ROP
2019-03-29,341.42999267578125,342.57000732421875,339.5799865722656,341.9700012207031,332.5384826660156,436100,159.505,ROP
2019-04-01,344.8999938964844,348.6600036621094,342.760009765625,347.92999267578125,338.3341369628906,540100,159.505,ROP
2019-04-02,349.0,349.0,346.260009765625,348.2699890136719,338.6647644042969,391100,159.505,ROP
2019-04-03,349.20001220703125,350.9100036621094,346.0199890136719,347.0,337.4297790527344,487900,159.505,ROP
2019-04-04,346.75,347.5400085449219,344.29998779296875,345.1600036621094,335.64056396484375,477700,159.505,ROP
2019-04-05,346.32000732421875,348.44000244140625,344.0899963378906,345.489990234375,336.4127197265625,391000,159.505,ROP
2019-04-08,344.19000244140625,346.07000732421875,341.42999267578125,343.8299865722656,334.79632568359375,540700,159.505,ROP
2019-04-09,341.3900146484375,344.2900085449219,340.8299865722656,343.010009765625,333.9979248046875,396700,159.505,ROP
2019-04-10,343.739990234375,343.739990234375,341.6400146484375,342.9200134277344,333.9103088378906,255500,159.505,ROP
2019-04-11,344.44000244140625,347.1199951171875,341.4200134277344,346.4700012207031,337.36700439453125,256100,159.505,ROP
2019-04-12,348.1099853515625,351.3900146484375,347.0799865722656,351.260009765625,342.0311584472656,298300,159.505,ROP
2019-04-15,352.6300048828125,353.6300048828125,349.4700012207031,351.42999267578125,342.19671630859375,265600,159.505,ROP
2019-04-16,352.8800048828125,353.1199951171875,348.3999938964844,349.3900146484375,340.2102355957031,409400,159.505,ROP
2019-04-17,350.3599853515625,351.6700134277344,347.0199890136719,347.9700012207031,338.82757568359375,252500,159.505,ROP
2019-04-18,349.989990234375,350.94000244140625,347.7799987792969,349.7200012207031,340.53167724609375,378800,159.505,ROP
2019-04-22,348.1600036621094,351.0799865722656,347.0799865722656,350.8399963378906,341.6221923828125,271100,159.505,ROP
2019-04-23,350.260009765625,353.69000244140625,348.8599853515625,351.2900085449219,342.0603942871094,543000,159.505,ROP
2019-04-24,352.4700012207031,352.4700012207031,348.239990234375,350.260009765625,341.0574035644531,706000,159.505,ROP
2019-04-25,355.20001220703125,363.8500061035156,341.8399963378906,347.1499938964844,338.0290832519531,742400,159.505,ROP
2019-04-26,348.75,352.69000244140625,344.760009765625,352.4800109863281,343.2191467285156,564600,159.505,ROP
2019-04-29,354.0199890136719,358.6700134277344,351.3500061035156,357.80999755859375,348.4090576171875,513500,159.505,ROP
2019-04-30,359.95001220703125,360.8800048828125,357.54998779296875,359.70001220703125,350.24945068359375,595800,159.505,ROP
2019-05-01,360.0,361.4800109863281,356.4200134277344,357.1400146484375,347.7567443847656,447600,159.505,ROP
2019-05-02,356.3900146484375,358.0,354.07000732421875,357.6199951171875,348.2240905761719,282800,159.505,ROP
2019-05-03,360.010009765625,360.92999267578125,358.2699890136719,360.19000244140625,350.7265625,221000,159.505,ROP
2019-05-06,353.5,359.1199951171875,349.6300048828125,358.20001220703125,348.7887878417969,242500,159.505,ROP
2019-05-07,354.510009765625,355.5400085449219,350.5400085449219,352.9700012207031,343.69622802734375,301600,159.505,ROP
2019-05-08,352.9200134277344,356.5299987792969,351.6199951171875,354.3800048828125,345.0692443847656,260200,159.505,ROP
